Topic,Count,Name,Representation,Representative_Docs
41,19,41_priced_s70_handset_cost,"['priced', 's70', 'handset', 'cost', 'battery', 'charge', 'advertised', 'charges', 'camera', 'charged']","['This battery is more than twice the capacity of the original, so it takes a while to charge (12-24 hrs.) I am glad I bought a 3-pack, as they are not that easy to find. I am not sure yet if the increased capacity makes the charge last 2x longer. The last charge held about a week, so I have no complaints. It beats replacing the entire phone.<br /><br />UPDATE AFTER A FEW WEEKS OF USE<br />Even though the capacity of this battery is greater than the original, I find that a full charge does not last very long even with minimal use of the handset. I have the ringer OFF on the handset, too! So while I am a little disappointed in the battery performance, I will stick to my original statement and say it is better than replacing the entire phone.', ""For a lot of the battery powered items in our home, my husband prefers using rechargeable batteries. As wonderful as they are, they do seem to stop holding a charge after a few years of continuous use. These came at a great time when he needed to replace some of the old ones. First of all, we loved that these come precharged. I don't think that's the norm. I remember having to charge previous ones first. We did try them out in the our charger and they fit fine. Our living room remotes all have new batteries and are all working as expected. There has been no noticeable decrease in power over the last 10 days or so since changing them. I would definitely reorder these in the future."", 'I purposely held on to these for several weeks after I got them to see if they truly were fully charged and ready to go, as advertised. Indeed they were fully charged and I tried them in a lighted mirror and then in a flashlight. I use the flashlight quite often and so far the batteries seem to be holding up quite well. I have not yet needed to recharge them. They seem to be quality batteries and will save having to use disposable ones, which cost more in the long run. I may buy some more next time I need batteries.']"
42,19,42_help_trying_pointless_useful,"['help', 'trying', 'pointless', 'useful', 'sturdy', 'cheaper', 'great', 'pleased', 'perfectly', 'use']","['They are zip ties. Useful for everything.', ""These zip ties are a decent bargain and they work well. They are a perfect length for lots of uses. I used them to tie together a cord and it worked out great. I tried to undo it as a test and could not. I had to cut it and it wasn't easy to cut. Recommended if you need a lot of zip ties."", ""There's not a whole lot I can say about these. They're zip ties. They work as zip ties should. They are what I would expect from zip ties. This size is good for lots of household uses. I would reorder these.""]"
43,19,43_quality_durability_convenient_oem,"['quality', 'durability', 'convenient', 'oem', 'stores', 'advertised', 'very', 'everything', 'promised', 'smooth']","['Arrived as described', 'arrived promptly, packaged well and works like a charm. great seller!', ""The est'd delivery date was June 26th and it arrived on the 25th, which was 2 days after it was ordered. It all came packed as shown, though there was actually an additional carry case-ette forthe 3 neutral density filters which is not shown in the image . For the price, great deal. Delivery timing was amazing and communication with the seller is consistent and conscientious . .""]"
44,17,44_great_use_mp3_sound,"['great', 'use', 'mp3', 'sound', 'creative', 'e280', 'as', 'listening', 'adequate', 'recording']","[""I've owned this cassette player for years and decided to buy a second one and use them both in conjunction with one another. I have this wonderful French language course on tape...a little antiquated method of learning a language but, I have on good authority that this is a great course. I prefer to emerse myself in the language and then repeat what I hear outloud; therefore, I needed to have two cassette players to better critique myself. Further, I took one of the cassettes to work with me and used it in a lecture. I placed it inside my book bag during the lecture and the reception was great. It was a virtual lecture and I wasn't sure if the sound would be muffled but, to my surprise, I could hear every clear word. Most people today want all the newest gadgets and they pay an exorbitant amount of money for them; this item was so reasonably priced that it only sweetened the deal. It's one of my best purchases this year. I recommend this item!"", 'The product arrived very quickly, within 4 days. When I saw the box at the doorstep and went to pick it up. was shocked at how heavy the relatively small box was. Good sign! At least I knew it wasn\'t made out of \' Plastic from China\'. My previous Desktop 6 CD changer had long stopped working, as it would not \'read\' discs as was the case with the previous one . After reading multiple reviews of multiple \'Table Top"" multi-CD changers (all- in -ones) It seems that is a recurring theme.<br /><br />I have a few hundred CDs and already started Ripping them to hear on the phone via Bluetooth, but if I could just find a single CD player that would be reliable with Blue Tooth and perhaps even a slot for a USB stick (I could get into that too).<br /><br />This player seemed to be the ticket and it is. The user guide is very large with pictures, though the instructions are not \'the best\', but the player really is simple enough. If you can work one in a car, then this is no different.<br /><br />I connected the speakers which didn\'t take long, the ones from my previous player, and was up and running within 5 minutes. T . The sound quality is far better than my previous player which size wise was much larger.<br /><br /> . Actually, from the time I took it out of the box to the time I was listening to the first CD in it, was about 20 minutes (with the Blue tooth connected by then too). I shared some photos with a CD beside the player in this review so you can compare how big it is. The volume for my 2 bedroom condo is great, wouldn\'t need anything any louder, and it\'s clear sound (even with the likely very cheap speakers I have right now). So far, it\'s only Day 1 having it, but no complaints so far. Nicely, had just received an offer for Amazon Prime the same day, so have been using the blue tooth to take advantage of that. If you need a player that won\'t skip during an earthquake, this seems to be the one.<br /><br /> I tried playing a CD recorded using Windows Media Player, a variety of song copied down from YouTube put to CD, and the CD worked fine. Was also able to insert a USB stick with Music copied to it from the computer and with the help of the Very Rapid Response Customer Service was enabled to work through a \'glitch\' on my end in regard to how the player reads music stored on the USB device (which happens to be , \'a separate folder for each ripped CD\' )', ""This thing looks great but sounds and works poorly. I did a lot of research before purchasing and I thought this was the player to get (I wouldn't touch Apple, especially since radio is important to me). It had everything I wanted plus 8 gigs of (expandable) memory. But after learning how to use it, loading it up with music, pics and videos, and trying it for two days I sent it back. Pros and cons:<br /><br />PROS:<br /><br />- Great (expandable) capacity at a great price. Comparable Samsung and Creative products don't come close to holding this much music, video, etc. There's a reason after all why memory is the number one selling point for MP3 players.<br />- Good screen. Not as nice as the Samsung T9 (which is amazing), but still pretty nice. Video and photos look good as long as you're looking from straight ahead.<br />- Good tactile control. I really like the scroll wheel, which makes it easy to quickly cycle through menus and hundreds of songs. With the Creative Zen V Plus and the Samsung T9 you're at the mercy of the joystick or button.<br />- FM radio that's recordable. This is important to me. I passed on the Creative because it doesn't record radio. I wouldn't even consider an iPod because it has no radio at all (!!!).<br />- User-replacable battery.<br />- User interface is fast. That's important. A big strike against the Samsung is that it takes 3-4 seconds just to skip to the next song. When it comes right down to it, usability is key.<br /><br />CONS:<br /><br />- FM reception is bad. I live in a large city with lots of powerful FM stations that come in clear as day on every radio I've ever used. But not with this thing. Listening to FM is like listening to someone crumple a plastic bag.<br />- Recording functions are lame. The FM record level is so low that even at full playback volume it's hard to hear the recording while on the train(which is OK because it just records lots of static anyway). The voice recording lacks sensitivity.<br />- Scratches easily. I was as careful as I could be with my new toy, and my first day taking it out of the house it still got 4 or 5 small scratches on the front before I even got to work in the morning. Those little scratches are clearly visible and distort the light. I can only imagine what it would look like after a few months.<br />- User interface is just adequate. Wanna make a playlist on the fly? Good luck, because you have to play each song first in order to add it to the list. Wanna cue up the next song while listening to something else? Good luck, because I couldn't find any way to do that very basic function (if it's there it's not readily apparent). There are plenty of other quirks. All in all, it looks cool but isn't that easy to use.<br />- The four outside buttons are a pain. Control wheel is great. Buttons around the control wheel? Not so great.<br />- It's not large, but it is larger than its competitors. The Samsung T9 is 1/2 inch shorter and about 35% thinner. The Creative Zen V Plus is thicker but also much shorter. The iPod nano is of course much, much thinner and lighter.<br />- Volume is lacking. Even with MP3s that I know have high volume, the e280 can sometimes require turning up the volume very high to get the sound you want.<br />- Editing MP3 tag information does no good once your files are loaded onto the machine.<br /><br />So........overall I was disappointed and I thank Amazon for taking it back and refunding my money. The e280 is much better to talk about than to actually use. If FM and recording performance isn't important to you then you should add one star to this review.<br /><br />And here's a tip if you do buy the e280 -- make sure the ID tag info on your MP3s is in order BEFORE you load up the machine. Because changing the tag info once the machine is loaded up won't make the album, artist and song menus any better. Do it first.""]"
45,17,45_bluetooth_device_worked_ipod,"['bluetooth', 'device', 'worked', 'ipod', 'using', 'use', 'adapter', 'works', 'pair', 'great']","['i just got it but im impressed ""so far"" sounds good looks good easy to pair with my Google Mini home ... !<br /><br />i was impressed until last night when the yellow light turned on the blue light wont come back i dont have 2 to pair together dont need them and now the light wont go out even though i did what the book and manufacturer said im returning this cuz without the blue light it wont work ! i also noticed while it was playing yesterday for the short time it worked it skipped alot of times', ""Let me start by saying I got the Philip's Gogear as part of the Vine program. I have always used an Ipod, so this was new for me. I really had serious issues with using this device. First for the positives: it's an attractive size and the display is clear. On the downside, I found it difficult to navigate. I also experience, while running, the jostling of the settings (meaning that all of a sudden it skipped to the next song). I had a real problem with that, so I stopped using it. Figure I can give the device to a kid or someone who doesn't jog or require any kind of non-static device. So, I rated this two stars thinking that maybe someone who doesn't exercise and is simply listening to music might have a use for this, but I am returning to my Apple."", ""Great little gadget for bluetooth if your device does not have bluetooth capabilities. It's easy to use & install. Unfortunately, it did not work on my computer. I'm assuming it's because I have recently updated my computer to Windows 10. The product description lists older versions of Windows that it is compatible with. I did try it on my daughter's laptop because she is resisting the Windows update and still has the prior version. It worked well with her laptop and did what it was supposed to do. She was able to use bluetooth headphones to listen to music.<br /><br />I received this adapter from Anleng for the purpose of trying it out & reviewing. My thoughts & opinions are my own.""]"
46,17,46_batteries_charging_charger_charge,"['batteries', 'charging', 'charger', 'charge', 'garmin', 'light', 'charged', 'town', 'switch', 'charges']","['This is an inexpensive charger that does the job well. Be sure to read the directions carefully and follow them -- especially the requirement that you charge batteries in pairs. Apparently this device can distinguish between Ni-cad and NIMH batteries on its own (it has no switch to set for that distinction).', ""It's been a while since I've had a new wall charger for my phone. I used to have several spares, but over time they've either failed or gotten misplaced. I was going out of town recently and grabbed this to take with me. I like having extras for travel so I don't take my primary one and risk misplacing it. This works well and as expected. I didn't really notice whether or not it's fast or not. I have a new phone that has an amazing battery and seems to always finish charging really quickly."", ""At first, I thought I had a defective unit that would not charge. When charging, there is a light that comes on. That light stayed red for the entire time I was charging the unit. I thought it should change color when charged, but the manual says the light flashes while charging and then is steady when fully charged. That being the case, the unit probably charged much quicker than I thought. One confusing thing is that you have to hold the switch to turn it on for about 2 seconds before the unit comes on. Off is instant as soon as you touch the switch. Includes charging cord and 4 different nozzle tips for a variety of tasks. It has two different speeds, but the slower speed didn't seem like it had enough power to do much. The higher speed seemed sufficient for most tasks but didn't seem quite as strong as you would get from a can of compressed air. Also has a light on the front to light up your work, which is a nice feature. Comes with a storage bag, which seemed a little small, but does hold the item and the nozzles and the charger cord. The big advantage with this device is of course that you don't have to keep buying cans of compressed air.""]"
47,17,47_recommend_item_described_product,"['recommend', 'item', 'described', 'product', 'use', 'purchase', 'using', 'basement', 'looks', 'productit']","['I love this product!!!!', 'I love this product!', 'This product is great!']"
48,17,48_antennas_reception_antenna_channels,"['antennas', 'reception', 'antenna', 'channels', 'amp', 'cable', 'signal', 'tv', 'baofengtech', 'tuner']","['This is the 2nd indoor tv antenna I bought. I had such high hopes with the first one it turned out to be hipe it was junk. So I had low expectations with this one, I was wrong as cheap as this looks it works great. I was told by a neighbor I should be able to pull in 13 stations this antenna I got 21 I never even heard of many of them. I am very happy with this antenna.', ""We got rid of satellite TV a couple of years ago. We have two TVs in the house, but only one HD over the air tuner. We're looking to get another tuner, so with a second tuner, we need a second antenna. We tested this antenna with our existing tuner. It requires a USB port to be plugged in. We didn't attach it to our wall since we plan to use it in a different room and this was just a test. My husband held it up and was able to get a clear picture with it. Our living room has a two story ceiling. Our other antenna is up pretty high on the wall. The higher it was, the better the reception. The antenna is comparable to our other one in quality and performance. Now that we have another good antenna, we will go forward with purchasing a new tuner.<br /><br />*I received this for free in exchange for my honest &amp; unbiased review. My thoughts &amp; opinions are my own."", ""Previously I had purchased a cheaper antenna that was not powered, as this one is. It worked pretty well and got quite a few channels. This one, however, works better and a few more channels come in clearly and consistently. I tried it too without the USB power and it still works well, but without the power, not all the channels came in. For the little extra that this costs over cheaper antennas, it is worth it. The long cord on it is a wonderful plus, as you can position it quite a distance from the TV, unlike cheaper antennas that may have shorter cords. The only thing I can see wrong with this is that since it is powered, it does use some electricity, whereas cheaper antennas don't. Probably not really much electricity, but as we add more and more devices to our homes, those energy vampires can add up. I suggest trying it with and without the power. If you don't use the TV every day, unplug the power. If you have pets that tend to chew things, watch out for them with the long cords on this. Very satisfied with it and may get another one for other televisions in the house, once we cut off cable, which we are doing soon. You recover your cost of the device with just one month of cable. Extremely easy to install--under 5 minutes.""]"
49,17,49_panasonic_sony_decent_hdmi,"['panasonic', 'sony', 'decent', 'hdmi', 'lg', 'bose', 'rca', 'audio', 'kardon', 'receiver']","[""Needed a Living Room sub for our 5.1 system. had to be somewhat small but pack a good punch.<br />Harman Kardon AVR1700 receiver, Axiom Audio M2 bookshelf and BIC center channel and couple of small polk audio rears.<br />once i went online read about a good starting point on this sub, it made my H/K auto setup so much easier. 80 is my crossover start and setup using H/K's LFE sub output. good match.<br />we get good deep sound (*way better than the cheaper sub we had earlier), it is pretty harmonious with our Axiom and BIC fronts.<br />still need to do a bit more tweaking as we run more blu ray movies. time for Matrix to be played. have only owned this for one week. so far can't be happier."", ""This is a decent power amplifier. I had an old large amp powering the external speakers from my television and that died. This small amp fits much better in the spot where the big amp was, which was sitting on end to fit in available space. The Lepy is small enough to fit just about anywhere. A few problems with the Lepy. First of all, there is only one input jack, which is the single plug 3.5 mm size. Fortunately I had the proper audio cord, but regular RCA input jacks would be nice. There are RCA output jacks for two speakers, as well as the &#34;pinch&#34; type speaker connectors. With my old amp when I muted the TV, it also muted the amp. Not sure how this worked, but muting the TV now does not mute the output to the Lepy. Possibly because I had to use a different output jack from the TV, which may not mute external output. The Lepy doesn't seem to work with the other output jacks that my old amp was plugged into. You can mute or adjust the volume on the LEPY with the knobs or with a remote, but I don't want to get up and walk across the room to adjust the knobs. The problem with the remote is that it appears to only have about a 10 foot range. We want to control it from about a 12-15 foot distance, which just is not possible. The remote doesn't seem to work past about 9 to 10 feet. Possibly the battery on it is low, but since it was brand new, I doubt that. The final problem is that there is really no instructions with the box, so you really have to play with it and guess what the various buttons do. Also, what happens when you plug in an SD card or USB stick? Does it automatically search for and play audio files? There is no instructions on using those inputs. The box does have a built-in FM radio, but I couldn't figure out how to easily tune it; it appears to be just up and down to find a station. I wouldn't want to use it as an FM radio, as it appears that it is not able to get anything but the strongest stations. An AM tuner would have been nice too."", ""Needed a receiver that would allow us to have a decent sub (not expensive), fill the room with sound efficiently and have enough HDMI hookups for DirecTV, 3D Blu Ray, gaming when needed, that had airplay and was easy to use remote.<br />Plus was at a decent price.<br /><br />H/K AVR1700 met those expectations. It was between this, Yamaha 473 or 573 units or Pioneer 1122. I went w/ Harman Kardon based on reviews, price and expectations of use. I have a 7.2 system that can shake the house in the basement for sports, movies etc. Our LG 47LM8600 would be matched to the system and we realized we didn't need anything more than 5.1 for the Living Room based on setup downstairs and with our L/R being somewhat small and open to dining/kitchen this unit would be a good match.<br /><br />1. I missed getting this at the $200 sale price, but willingly paid the $270 price to get it via prime and have the Living Room up and running for wife and family. I would expect as the 2013 receivers come out the sales price will return.<br /><br />2. First set of speakers was the Polk Audio RM6750 HT speaker set. Unfortunately 2 were shot rather quickly. RMA returned to Newegg and got different speakers to match receiver from Amazon. Polk Audio PSW505 Sub (which works great with the 1700's LFE sub Hookup), BIC Center channel to match my Axiom M2 Bookshelves I brought down from the loft game system and the two additional Polk Audio RM6750 satellites for the rears. - H/K auto setup worked like a champ for surround sound, but for our setup I tweaked it a bit for the subwoofer. Easily done in manual mode.<br /><br />3. Setup the Panasonic 3D Blu Ray via HDMI - no issues, You can even match names to HDMI inputs on back so they match the buttons on remote.<br /><br />4. Setup DirecTV inputs (SAT/Cable) - no issues worked well and we can get 5.1 sound on channels that have it encoded.<br /><br />5. HDMI out to LG tv. didn't' realize doing this at first took away the TV's sound. Which is OK since receiver sounds better than plain tv. it just requires another remote to be used for the process. Later today I'll look at making either or both the DirecTV / Harman Kardon Remotes universal for the system and thus streamline the 4 remotes we have out.<br /><br />6. Remote is OK, buttons are somewhat readable for an older couple but reading glasses help til I have them memorized. switching things around and getting to H/K's setup required downloading and reading parts of the manual. Yes it doesn't come with the system. I had to download it. 8mb file<br /><br />Overall - Very good purchase so far (3 weeks). Good sound - probably a bit more tweaking to do yet. Since it feels like the volume is about half way up for a presentable sound. was same w/ Polk Audio speakers too.<br />Easy to use, remote is decent (not great), wife said it looks good and there aren't a bunch of buttons for the grandson to see and go and try to push. it seems streamlined in looks.<br /><br />cons - Manual had to be downloaded to figure out a couple of buttons and &#34;How - to's&#34;. I missed the very low sales price.""]"
50,16,50_target_drive_dvdr_price,"['target', 'drive', 'dvdr', 'price', 'on', 'sony', 'gb', 'dvd', 'update', 'brand']","['I have burned almost 1,000 DVDs and every brand I have tried has had some failures in a spindle of 100. With one brand, I had as many as 18 that failed out of 100. I am on my second spindle of 100 Sony DVD-R reprintables and not a single one has failed so far. (Actually one did, but it was my fault.) Out of all the brands I have used, they seem the best. I only use 3 brands now: Sony, HP or Verbatim. I would buy Sony again anytime. Note that every brand I have tried fails if I go above the minimum burn speed. Could be my old slow hardware that causes the problem with not being able to burn at higher speeds. I have also experienced playback problems with certain brands. They appear to burn okay, but then have problems playing back. No issues with any of the Sony disks so far with recording or playback.', ""These AMAZONBASICS 8.5GB 8x DVD+R DL DISCS (30-Pack Spindle) were immediately recognized by my Win10 desktop PC and DVD-R drive, and worked fine. Files seem to burn in fairly fast. Evidently DL stands for “dual layer”, which means there are two recording surfaces that together hold 8.5 GB of data. (Ordinary single layer discs hold 4.7 GB of data.)<br /><br />Obviously, discs that hold twice the data are physical storage space savers and hold bigger files. I plan to use these discs to quickly back up photos, important files, and very large downloads that I wouldn’t want to download again.<br /><br />I haven't had these discs long enough to know how well double layer discs hold up over time. However, in the past I’ve generally had only positive experiences with AmazonBasics products.<br /><br />WARNING: The disc spindle has a little foam doughnut on top, underneath the paper instructions. Look for this, and remove it before you insert your first disc. It stuck to the top of my first disc, and I didn’t see it until my DVD-RW drive was already swallowing the disc. When I hit eject, only the disc came out. The doughnut lodged behind a ribbon cable in the back of the drive, where I couldn't see it to fish it out. The DVD-R drive still worked, but I opened it up anyway to retrieve the foam piece--what a hassle."", ""In order to try the over burn feature, I would need the appropriate disks that can normally hold 8.5 GB (DVD+R). These disks are not too difficult to find online, but the office supply stores only seem to stock 4.7 GB disks. I guess you either have to special order or buy online. Most everything that I need to burn can either fit on a 4.7 GB DVD or can be compressed (without much loss of quality) to fit. It may be false economy to buy the higher capacity disks, as they are nearly double the price of lower capacity. With burnable media prices being so low anyway, you don't gain much by squeezing as much as you can on a particular disk. So why did I get this drive? I like to have a drive on the shelf if one goes bad (and they do sometimes), and then I don't have to wait for one to arrive. I assumed it was probably good to have one that can burn to maximum capacity as this isn't much more expensive than a regular DVD burner. Since I haven't actually installed or used the drive yet (waiting for disks), one should not pay as much attention to my review as some other reviewers. I just wanted people to be aware that you can't insert a 4.7 GB disk and expect to over burn to 8.7 GB. You need to understand the differences in available media and get the appropriate blank media. Update: I finally received the appropriate media to test the drive. It seemed to work good for the first 6 or 8 disks, but then 3 disks in a row had burn errors. Bad media? I don't think so; it appears the drive is failing already. I'll test on another computer and see if it is the media or the drive and update the review again, but right now I can't recommend this drive at all. UPDATE 2: I tried this again after rebooting my computer and it now seems to work fine and does indeed overburn, so you can squeeze a lot on one disk. When I had 3 bad burns in a row, I thought it was the burner, but it may have been bad media. On the other hand, I suspect something flaky on my PC, as I have had bad burns before occasionally (not recently) and then after a reboot everything was fine again. I may have too many programs loaded when I try to burn. That's not the fault of the DVD drive. Most likely the fault of the burning program (and I am using a major well-know program.)""]"
51,16,51_hdmi_projector_projectors_1080,"['hdmi', 'projector', 'projectors', '1080', 'cinema', 'resolution', 'tvs', 'epson', 'screen', 'hd']","['Great projector, easy to hook up and use. I’ve used it with a laptop and Ruku via HDMI. This is a short throw projector so you don’t have to have it far from where you are projecting. Color is great as well, even in well lit room. Speakers are silly and would/should only be used as a backup. Similar amount of fan noise that other projectors have. Over all a very nice projector I would recommend.', 'Nice value projector. I’m trying to figure out who exactly is the marketing group for this projector. It’s relatively set at a lower cost of $300. The quality is nice and bright but not HD. A good projector for home movies in the back yard but don’t expect this projector to complete your home theater setup, it’s not even close. Save up a bit more and buy an HD unit. It baffles me why manufacturers are still selling non HD units. It’s like continuing to sell VHS when we’ve moved on from DVD, BluRay and now we’re streaming online 4K. The projector was easy to setup. It would have been nice if there was a USB port to power external speakers, but not a big issue.', ""The Epson Home Cinema 2100 projector is an upgrade for our basement family room. We had a ViewSonic projector prior to this so that is what I am using for comparison. The Epson one is significantly brighter than the VS one. The room doesn't have to be completely darkened to get a good image. We also use this with a real movie screen as opposed to a painted wall. Images are also nice and clear. We've mounted it on a homemade platform that my husband constructed. It has a decent speaker built in, but for movie watching, it's definitely better to have it connected to a home theater sound system. It's also much quieter than the View Sonic in terms of the fan cooling noise. The ViewSonic's noisy fan is the reason we acquired the older projector from my husband's boss. The remote is easy to navigate. There was no special set up was required. Watching movies with a projector really make movie nights more fun!""]"
52,16,52_gadgets_storage_gopro_organizer,"['gadgets', 'storage', 'gopro', 'organizer', 'junk', 'charge', 'ups', 'alot', 'organizing', 'batteriesbr']","['This is perfect to carry batteries on the go. So convenient to charge batteries on the go.', ""I like to buy big packages of batteries from the Membership stores like Sam's and Costco. The packages have 40 batteries In each package So if you're buying All the batteries You need a place to put them and this is perfect for storage. I also love that it has a battery tester right in the box as well. There are 2 sides that open on this box for storing batteries. No more rolling around in the junk Drawer."", ""I picked this up since it came with extra batteries and a charging station for pretty cheap ($16). I simply wanted back ups if my regular gopro batteries died and also to be able to charge multiple batteries at once.<br /><br />So far I've noticed that the battery packs last only half the charge of the official gopro batteries. I've also noticed that the charging station sometimes doesn't charge the gopro batteries entirely. The display may also erroneously display a battery as fully charged when it isn't.<br /><br />Because of this, I haven't really trusted this dock to charge up the official batteries and instead only using the ones it comes with.<br /><br />Despite the cons, it's a good price for what you get and I ended up ordering a second set.<br /><br />Note that I am using these with a GoPro hero 7 black.<br /><br />Pros:<br />- charge multiple batteries<br />- charges gopro brand batteries too<br />- great value for price<br /><br />Cons<br />- sometimes doesn't charge batteries correctly<br />- doesn't charge gopro brand batteries entirely<br />- half the battery charge of gopro brand batteries""]"
53,14,53_samsung_iphone_device_5g,"['samsung', 'iphone', 'device', '5g', 'compatibility', 'galaxy', 'garmin', 'native', 'phone', 'app']","['Does not work with the smart phone I have, so be careful. It looks like a great product, but I am not smart enough when I ordered this, to think It might not fit the product. If you sure it fits, buy it, it is good quality, I just saved it, just in case I could use it one day. But this was just the wrong product for me.', 'It took forever and many MANY tries to get it to link to the bridge. In fact I’d completely forgotten it until I was in the room doing something else and decided to try again for s&g and it actually linked up. So I installed it in the mailbox (YES the bridge couldn’t find the sensor even with it sitting ON it) and even set up Alexa to tell us when the mail arrives. Then I noticed it wasn’t announcing anymore. Checked in the app And it’s dun dun dun “offline.” Nothing is bringing it back online, not even new batteries. I just gave up. So frustrating to try and deal with anymore.', 'Day 1:<br />so far the map and setting update indicate it will update for 3 hours, file size 7.7gb but the process is interrupted continuously.. and the Garmin would restart itself.. 5 times already! I entered Baylor Scott & White hospital\'s address address... nothing... it\'s a very well know hospital in Texas. Dowloaded Garmin express, attempting to update on my laptop, trying to add device, but it cannot be found. Going to contact Garmin expert and see whats going on, then update later<br /><br />update, 2 hours later...<br />Garmin customer service guy with heavy Indian accent .. I explained everything I attempted;<br /><br />guy said ""you need a new cable""<br />i said ""it\'s new, just received it today""<br />Guy said ""I don\'t believe you, it\'s new it should connect and just work""<br />I said ""well.. it didn\'t""<br />Guy said ""I don\'t believe you, you must be doing something wrong""<br />I said ""are you serious? that is so rude and unprofessional!""<br />guy continues to blame me... blah blah blah...<br />guy said ""I need access to your computer.""<br />I said ""no, I don\'t trust you""<br /><br />My friend is coming over to take a look and see if he can resolve the issue, because I have no way of updating the map or software on the device or computer. I will return it if I can\'t update the map and software.<br /><br />Update Day 3:<br />Map and software has been updated, but still cannot rout to 1901 SW H K Dodgen Loop, Temple, TX 76502 Baylor Scott & White McLane Children\'s Medical Center.. has been around since 2011 ..']"
54,13,54_ipad_pro_macbook_asus,"['ipad', 'pro', 'macbook', 'asus', 'macboook', 'screen', 'compatibility', 'matchbook', 'x570', 'optimal']","['Work perfect on MacBook Air 2020. Of course Apple skimping out on inputs. There are only 2 USB C on the new MacBook Air. this hub is essential for any new MacBoook users. Works to connect to my bigger monitor via HDMI. Very pleased with it.', 'Works well with my MacBook Air', ""This works well with Macbook air to connect to a second monitor via HDMI. You can power the Macbook through the same adapter via USB C. I Did try this on my iPad Pro 2020 and the charging does not work, it starts to charge then turns off. My wireless keyboard and mouse work fine when its pugged into iPad pro but it's just I can't charge it while doing that.""]"
55,13,55_ipad_ipads_reviews_pro,"['ipad', 'ipads', 'reviews', 'pro', 'bezel', 'glass', 'brightness', 'screen', 'screens', 'itbr']","[""I got this and immediately took out the directions. I cleaned my mini I-Pad's screen with the enclosed things with which to clean it. After cleaning the screen, I placed the screen protector on the I-pad and it was very easy to get it placed on the screen without having to do much adjustment. I'm very pleased with this screen protector."", 'I found this screen protector to be quite easy to place on my new 11"" I-Pad Pro. I\'ve used other screen protectors on my other electronics and they were harder to put on. This screen protector is quite easy. I recommend it highly.', ""This worked great!<br />I purchased a Dell Inspiron 11 3000 Series 2-in-1 11.6 Inch Laptop and used it for over a year.<br />But it fell off my laptop stand last month and cracked the glass face of the touch screen.<br />I thought i would not find a new touch screen for it.<br />A FEW VERY IMPORTANT NOTES!<br />NO SCREWS TO REMOVE ON THIS MODEL FROM THE BACK COVER<br />Use the little &quot;guitar pics&quot; that come with BETWEEN THE BEZEL AND BACK COVER to take bezel and touch out of the back cover,<br />its not easy but it does work.<br />once you do that,carefully test the new screen with the computer before breaking the glass on the old one(yes my old one was still working at the time) the connection cables are very small and very easy to tear in pieces<br />This is not a unscrew swap out and put the srews back in part!<br />This one does not come with the bezel already glued on. you will need to cut the old bezel off the back of the old touch screen.<br />AND YES WILL BREAK THE OLD ONE ALLOT MORE! AND IT WILL MAKE A MESS OF GLASS SHARDS!<br />I'm not sure if some sells one with a new bezel,<br />if you can find one with it then you can avoid the extra time it takes to save the old bezel.<br />this one had new glue strips with it,<br />you will need to custom cut them to fit, and place them every where the old glue was on the bezel.<br />use a small tool directly ahead of the cutting blade to pry the bezel away from the glass while cutting the glue off.<br />if you move to fast the bezel with be cut to shreds very fast.<br />i posted some pics of me working on it.<br />first the bezel and old screen out of the back cover.<br />then the dental pic i used to hold the bezel back from the blade( do not put the blade in very deep).<br />then the old screen broken from removing it.<br />then the glue strips,i left one of the cover on them while i put them all on the bezel so the i would not get stuck to them.<br />and the dog pic is it all finished.""]"
56,12,56_sound_diy_tv_definitely,"['sound', 'diy', 'tv', 'definitely', 'television', 'bad', 'sturdy', 'fading', 'estimated', 'doable']","['I used this to mount a 65” fire tv. Took me about an hour from start to finish. Instructions are fine and if your generally a handy person it shouldn’t be a difficult job. I did get some help when I put the TV on, so not a full one person job. Work well and is very adjustable. Overall very pleased.', 'I used this to mount a 55 inch Sony LED. Took me about 1 hour and 30 min to completely install and mount the TV by myself. Would probably be a bit safer and easier to do this with two people but definitely doable by yourself. Anything over 55” I’d definitely get another pair of hand to help with putting the tv on. Hardest part of the install was really finding the studs.', 'I will start by saying I have an Omnimount tv mount and when I saw the sound bar mount in Vine, I was very excited to say the least. It is, naturally, a perfect match for wall mounted Panasonic 42"" television in the Omnimount. It was easy to install (so easy, I was able to do it myself, someone who is usually shy of doing any kind of DIY activities. I love the way it fits and it looks like a professional mounting job all around. I highly recommend this sound bar mount (I am using it with my large Bose) especially if you buy it as a companion to the Omnimount television mounting system.']"
